name,meaning,info_html,ex1,ex2,source
早速,at once; immediately; without delay; promptly,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e6%97%a9%e9%80%9f-sassoku-immediately/
刺す,to pierce; to stab; to prick; to stick; to thrust; to sting,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e5%88%ba%e3%81%99-sasu-to-pierce/
青少年,youth; young person,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e9%9d%92%e5%b0%91%e5%b9%b4-seishounen-young-person/
赤道,Learn Japanese vocabulary: 【せきどう】(sekidou) Meaning: equator.,<em>(No detailed table found)</em>,"Example #1エクアドルのキトは赤道のすぐ南にある。ふりがなromajiEnglishエクアドルのキトはせきどうのすぐみなみにある。Ekuadoru no Kito wa sekidou no sugu minami ni aru.Quito, Ecuador, is a little south of the equator.",Example #2その国の首都は赤道下にある。ふりがなromajiEnglishそのくにのしゅとはせきどうかにある。Sono kuni no shuto wa sekidou ka ni aru.The capital of the state is right on the equator.,https://jlptsensei.com/learn-japanese-vocabulary/%e8%b5%a4%e9%81%93-sekidou-meaning-equator/
社会科学,social science,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e7%a4%be%e4%bc%9a%e7%a7%91%e5%ad%a6-shakaikagaku-meaning-social-science/
社説,editorial; leading article; leader,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e7%a4%be%e8%aa%ac-shasetsu-meaning-editorial/
司会,Learn Japanese vocabulary: 【しかい】(shikai) Meaning: master of ceremonies; leading a meeting; presenter; host.,<em>(No detailed table found)</em>,Example #1あなたは司会ですか。ふりがなromajiEnglishあなたはしかいですか。anata wa shikaisha desu ka?Are you leading the meeting?,Example #2今日の司会は花子です。ふりがなromajiEnglishきょうのしかいははなこです。kyou no shikai wa hanako desu.The chairman today is Hanako.,https://jlptsensei.com/learn-japanese-vocabulary/%e5%8f%b8%e4%bc%9a-shikai-meaning-master-of-ceremonies/
新幹線,Japanese bullet train,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e6%96%b0%e5%b9%b9%e7%b7%9a-shinkansen-meaning-bullet-train/
白髪,white hair; grey hair,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e7%99%bd%e9%ab%aa-shiraga-meaning-grey-hair/
自然科学,natural science,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e8%87%aa%e7%84%b6%e7%a7%91%e5%ad%a6-shizenkagaku-meaning-natural-science/
書店,bookshop; bookstore,<em>(No detailed table found)</em>,,,https://jlptsensei.com/learn-japanese-vocabulary/%e6%9b%b8%e5%ba%97-shoten-bookstore/
